,Feature Transform,model_type,C,no_of_features,CrossValDays,Confusion Matrices,AUC Scores,TN,FP,FN,TP,AUC Score,Min Leaves,Number of Neighbors,metric,weight,no_of_trees,min_leaves,Kernel
876,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[76, 79],
       [54, 91]]), array([[99, 47],
       [88, 66]]), array([[135,  30],
       [ 81,  54]]), array([[73, 76],
       [61, 90]]), array([[ 62, 102],
       [ 18, 118]]), array([[118,  59],
       [ 62,  61]]), array([[130,  25],
       [130,  15]]), array([[147,   1],
       [150,   2]]), array([[98, 63],
       [80, 59]]), array([[111,  60],
       [ 59,  70]])]","[0.5676529477196885, 0.6038516278242305, 0.6319640852974187, 0.6078047913240588, 0.6472381635581063, 0.6105369528271554, 0.5170189098998887, 0.5159583926031294, 0.5209348049510701, 0.541864998413346]","[76, 99, 135, 73, 62, 118, 130, 147, 98, 111]","[79, 47, 30, 76, 102, 59, 25, 1, 63, 60]","[54, 88, 81, 61, 18, 62, 130, 150, 80, 59]","[91, 66, 54, 90, 118, 61, 15, 2, 59, 70]",0.5764825674418093,,,,,300.0,13.0,
877,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[75, 80],
       [57, 88]]), array([[108,  38],
       [ 94,  60]]), array([[140,  25],
       [ 88,  47]]), array([[77, 72],
       [60, 91]]), array([[ 63, 101],
       [ 16, 120]]), array([[118,  59],
       [ 65,  58]]), array([[129,  26],
       [127,  18]]), array([[146,   2],
       [149,   3]]), array([[96, 65],
       [82, 57]]), array([[109,  62],
       [ 62,  67]])]","[0.547853170189099, 0.6022949653086639, 0.6275196408529742, 0.6020712031645851, 0.6525286944045912, 0.6063111478572413, 0.5150611790878754, 0.5256490042674253, 0.507842173466196, 0.5446756425948592]","[75, 108, 140, 77, 63, 118, 129, 146, 96, 109]","[80, 38, 25, 72, 101, 59, 26, 2, 65, 62]","[57, 94, 88, 60, 16, 65, 127, 149, 82, 62]","[88, 60, 47, 91, 120, 58, 18, 3, 57, 67]",0.573180682119351,,,,,300.0,15.0,
878,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[74, 81],
       [57, 88]]), array([[111,  35],
       [ 94,  60]]), array([[136,  29],
       [ 84,  51]]), array([[75, 74],
       [60, 91]]), array([[ 61, 103],
       [ 12, 124]]), array([[119,  58],
       [ 61,  62]]), array([[135,  20],
       [133,  12]]), array([[145,   3],
       [149,   3]]), array([[99, 62],
       [81, 58]]), array([[112,  59],
       [ 60,  69]])]","[0.5622691879866518, 0.636452588507383, 0.6249158249158249, 0.6122938797279879, 0.6618992109038737, 0.6372238298654174, 0.5390433815350391, 0.48764224751066854, 0.513874614594039, 0.5560542182329208]","[74, 111, 136, 75, 61, 119, 135, 145, 99, 112]","[81, 35, 29, 74, 103, 58, 20, 3, 62, 59]","[57, 94, 84, 60, 12, 61, 133, 149, 81, 60]","[88, 60, 51, 91, 124, 62, 12, 3, 58, 69]",0.5831668983779806,,,,,300.0,17.0,
879,,Random Forest,,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[75, 80],
       [57, 88]]), array([[112,  34],
       [ 97,  57]]), array([[140,  25],
       [ 88,  47]]), array([[76, 73],
       [64, 87]]), array([[ 58, 106],
       [ 14, 122]]), array([[119,  58],
       [ 59,  64]]), array([[137,  18],
       [129,  16]]), array([[147,   1],
       [151,   1]]), array([[96, 65],
       [71, 68]]), array([[114,  57],
       [ 60,  69]])]","[0.5508787541713015, 0.6148816936488168, 0.6263973063973064, 0.5966931863638385, 0.6604196556671449, 0.6319875063157412, 0.5527030033370411, 0.5256045519203414, 0.5169131775325082, 0.5457183009202593]","[75, 112, 140, 76, 58, 119, 137, 147, 96, 114]","[80, 34, 25, 73, 106, 58, 18, 1, 65, 57]","[57, 97, 88, 64, 14, 59, 129, 151, 71, 60]","[88, 57, 47, 87, 122, 64, 16, 1, 68, 69]",0.5822197136274299,,,,,300.0,19.0,
880,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[83, 72],
       [66, 79]]), array([[77, 69],
       [68, 86]]), array([[124,  41],
       [ 81,  54]]), array([[88, 61],
       [69, 82]]), array([[ 60, 104],
       [ 21, 115]]), array([[124,  53],
       [ 55,  68]]), array([[127,  28],
       [121,  24]]), array([[144,   4],
       [148,   4]]), array([[102,  59],
       [ 82,  57]]), array([[97, 74],
       [63, 66]])]","[0.5564849833147942, 0.5619329300836151, 0.5859034792368125, 0.6173607715898484, 0.6329582137733143, 0.6457902714620367, 0.494349276974416, 0.5259823968705547, 0.5158184011796774, 0.5487556099551204]","[83, 77, 124, 88, 60, 124, 127, 144, 102, 97]","[72, 69, 41, 61, 104, 53, 28, 4, 59, 74]","[66, 68, 81, 69, 21, 55, 121, 148, 82, 63]","[79, 86, 54, 82, 115, 68, 24, 4, 57, 66]",0.568533633444019,,,,,100.0,1.0,
881,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[79, 76],
       [57, 88]]), array([[87, 59],
       [67, 87]]), array([[126,  39],
       [ 81,  54]]), array([[72, 77],
       [61, 90]]), array([[ 63, 101],
       [ 15, 121]]), array([[116,  61],
       [ 63,  60]]), array([[120,  35],
       [119,  26]]), array([[145,   3],
       [146,   6]]), array([[99, 62],
       [83, 56]]), array([[110,  61],
       [ 72,  57]])]","[0.5685428253615128, 0.6339619284824765, 0.5877441077441078, 0.5954931330281346, 0.6608680057388808, 0.5994671811124891, 0.5233815350389321, 0.5247599573257468, 0.5223200321730194, 0.5310304184233193]","[79, 87, 126, 72, 63, 116, 120, 145, 99, 110]","[76, 59, 39, 77, 101, 61, 35, 3, 62, 61]","[57, 67, 81, 61, 15, 63, 119, 146, 83, 72]","[88, 87, 54, 90, 121, 60, 26, 6, 56, 57]",0.574756912442862,,,,,100.0,3.0,
882,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[83, 72],
       [61, 84]]), array([[92, 54],
       [81, 73]]), array([[131,  34],
       [ 85,  50]]), array([[81, 68],
       [60, 91]]), array([[ 57, 107],
       [ 16, 120]]), array([[121,  56],
       [ 61,  62]]), array([[133,  22],
       [132,  13]]), array([[143,   5],
       [148,   4]]), array([[100,  61],
       [ 79,  60]]), array([[110,  61],
       [ 69,  60]])]","[0.5561735261401557, 0.5948674613058174, 0.5941638608305275, 0.6223387706120271, 0.6607783357245338, 0.6235358963759129, 0.5073192436040045, 0.5072457325746799, 0.5077528039680056, 0.5460356317149463]","[83, 92, 131, 81, 57, 121, 133, 143, 100, 110]","[72, 54, 34, 68, 107, 56, 22, 5, 61, 61]","[61, 81, 85, 60, 16, 61, 132, 148, 79, 69]","[84, 73, 50, 91, 120, 62, 13, 4, 60, 60]",0.5720211262850612,,,,,100.0,5.0,
883,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[77, 78],
       [59, 86]]), array([[83, 63],
       [65, 89]]), array([[132,  33],
       [ 82,  53]]), array([[78, 71],
       [65, 86]]), array([[ 58, 106],
       [ 14, 122]]), array([[123,  54],
       [ 57,  66]]), array([[133,  22],
       [122,  23]]), array([[145,   3],
       [145,   7]]), array([[102,  59],
       [ 84,  55]]), array([[107,  64],
       [ 64,  65]])]","[0.5652947719688544, 0.6070094289272372, 0.6226711560044893, 0.5990488466154051, 0.6552636298421809, 0.619723485370447, 0.5646718576195773, 0.5385401849217639, 0.5267438223334375, 0.5478036175710594]","[77, 83, 132, 78, 58, 123, 133, 145, 102, 107]","[78, 63, 33, 71, 106, 54, 22, 3, 59, 64]","[59, 65, 82, 65, 14, 57, 122, 145, 84, 64]","[86, 89, 53, 86, 122, 66, 23, 7, 55, 65]",0.5846770801174451,,,,,100.0,7.0,
884,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[74, 81],
       [52, 93]]), array([[96, 50],
       [85, 69]]), array([[137,  28],
       [ 84,  51]]), array([[81, 68],
       [64, 87]]), array([[ 65,  99],
       [ 15, 121]]), array([[116,  61],
       [ 59,  64]]), array([[122,  33],
       [128,  17]]), array([[145,   3],
       [150,   2]]), array([[98, 63],
       [72, 67]]), array([[114,  57],
       [ 59,  70]])]","[0.5539043381535039, 0.6131471268457569, 0.6327272727272727, 0.6167829681319169, 0.67131456241033, 0.6168756602820266, 0.4746162402669633, 0.4975551209103841, 0.5274587783189597, 0.5553288907022077]","[74, 96, 137, 81, 65, 116, 122, 145, 98, 114]","[81, 50, 28, 68, 99, 61, 33, 3, 63, 57]","[52, 85, 84, 64, 15, 59, 128, 150, 72, 59]","[93, 69, 51, 87, 121, 64, 17, 2, 67, 70]",0.5759710958749322,,,,,100.0,9.0,
885,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[73, 82],
       [59, 86]]), array([[101,  45],
       [ 90,  64]]), array([[136,  29],
       [ 88,  47]]), array([[70, 79],
       [58, 93]]), array([[ 63, 101],
       [ 10, 126]]), array([[117,  60],
       [ 58,  65]]), array([[141,  14],
       [131,  14]]), array([[146,   2],
       [150,   2]]), array([[92, 69],
       [75, 64]]), array([[113,  58],
       [ 67,  62]])]","[0.5622691879866519, 0.6014943960149439, 0.5969472502805837, 0.6032712565002889, 0.6957944763271162, 0.6258784621744523, 0.5633370411568409, 0.5043118776671408, 0.5156173198087493, 0.5376490321410762]","[73, 101, 136, 70, 63, 117, 141, 146, 92, 113]","[82, 45, 29, 79, 101, 60, 14, 2, 69, 58]","[59, 90, 88, 58, 10, 58, 131, 150, 75, 67]","[86, 64, 47, 93, 126, 65, 14, 2, 64, 62]",0.5806570300057845,,,,,100.0,11.0,
886,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[81, 74],
       [62, 83]]), array([[105,  41],
       [ 88,  66]]), array([[140,  25],
       [ 88,  47]]), array([[72, 77],
       [57, 94]]), array([[ 63, 101],
       [ 18, 118]]), array([[116,  61],
       [ 62,  61]]), array([[135,  20],
       [122,  23]]), array([[146,   2],
       [150,   2]]), array([[96, 65],
       [81, 58]]), array([[104,  67],
       [ 60,  69]])]","[0.5451390433815351, 0.6200853940579968, 0.6206509539842873, 0.6181163607271434, 0.664678981348637, 0.6297827385053512, 0.5456284760845383, 0.5116909672830725, 0.5143661468340854, 0.557096876558321]","[81, 105, 140, 72, 63, 116, 135, 146, 96, 104]","[74, 41, 25, 77, 101, 61, 20, 2, 65, 67]","[62, 88, 88, 57, 18, 62, 122, 150, 81, 60]","[83, 66, 47, 94, 118, 61, 23, 2, 58, 69]",0.5827235938764967,,,,,100.0,13.0,
887,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[88, 67],
       [59, 86]]), array([[107,  39],
       [ 95,  59]]), array([[137,  28],
       [ 89,  46]]), array([[76, 73],
       [66, 85]]), array([[ 61, 103],
       [ 16, 120]]), array([[122,  55],
       [ 68,  55]]), array([[135,  20],
       [130,  15]]), array([[147,   1],
       [151,   1]]), array([[99, 62],
       [75, 64]]), array([[108,  63],
       [ 60,  69]])]","[0.5519911012235819, 0.6213307240704501, 0.6129741863075195, 0.6078047913240588, 0.6619440459110473, 0.6080565890404668, 0.5482981090100112, 0.5148915362731152, 0.5339827516868494, 0.5589555283557732]","[88, 107, 137, 76, 61, 122, 135, 147, 99, 108]","[67, 39, 28, 73, 103, 55, 20, 1, 62, 63]","[59, 95, 89, 66, 16, 68, 130, 151, 75, 60]","[86, 59, 46, 85, 120, 55, 15, 1, 64, 69]",0.5820229363202875,,,,,100.0,15.0,
888,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[87, 68],
       [62, 83]]), array([[102,  44],
       [ 91,  63]]), array([[135,  30],
       [ 84,  51]]), array([[75, 74],
       [59, 92]]), array([[ 59, 105],
       [ 14, 122]]), array([[111,  66],
       [ 64,  59]]), array([[141,  14],
       [134,  11]]), array([[146,   2],
       [151,   1]]), array([[94, 67],
       [78, 61]]), array([[113,  58],
       [ 61,  68]])]","[0.5717018909899888, 0.6220423412204235, 0.6425140291806958, 0.6097159873772169, 0.6774569583931134, 0.6030499288043728, 0.5363737486095663, 0.5111575391180654, 0.49224719603199424, 0.5531529081100685]","[87, 102, 135, 75, 59, 111, 141, 146, 94, 113]","[68, 44, 30, 74, 105, 66, 14, 2, 67, 58]","[62, 91, 84, 59, 14, 64, 134, 151, 78, 61]","[83, 63, 51, 92, 122, 59, 11, 1, 61, 68]",0.5819412527835506,,,,,100.0,17.0,
889,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [69, 76]]), array([[103,  43],
       [ 92,  62]]), array([[143,  22],
       [ 88,  47]]), array([[73, 76],
       [61, 90]]), array([[ 67,  97],
       [ 18, 118]]), array([[114,  63],
       [ 59,  64]]), array([[141,  14],
       [132,  13]]), array([[146,   2],
       [151,   1]]), array([[96, 65],
       [76, 63]]), array([[108,  63],
       [ 58,  71]])]","[0.5359733036707452, 0.6037626756804839, 0.6189450056116723, 0.6040268456375839, 0.6364329268292683, 0.6024987368517754, 0.5380200222469411, 0.47066145092460887, 0.4993967558872157, 0.5564168819982773]","[80, 103, 143, 73, 67, 114, 141, 146, 96, 108]","[75, 43, 22, 76, 97, 63, 14, 2, 65, 63]","[69, 92, 88, 61, 18, 59, 132, 151, 76, 58]","[76, 62, 47, 90, 118, 64, 13, 1, 63, 71]",0.5666134605338573,,,,,100.0,19.0,
890,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[84, 71],
       [60, 85]]), array([[89, 57],
       [58, 96]]), array([[130,  35],
       [ 80,  55]]), array([[83, 66],
       [63, 88]]), array([[ 61, 103],
       [ 18, 118]]), array([[116,  61],
       [ 63,  60]]), array([[126,  29],
       [116,  29]]), array([[144,   4],
       [149,   3]]), array([[100,  61],
       [ 84,  55]]), array([[108,  63],
       [ 71,  58]])]","[0.5688320355951056, 0.6312266500622664, 0.6186307519640853, 0.6151606738077249, 0.6269279053084648, 0.6145101281521289, 0.5139265850945495, 0.5327169274537695, 0.5028151391929934, 0.5121039031687747]","[84, 89, 130, 83, 61, 116, 126, 144, 100, 108]","[71, 57, 35, 66, 103, 61, 29, 4, 61, 63]","[60, 58, 80, 63, 18, 63, 116, 149, 84, 71]","[85, 96, 55, 88, 118, 60, 29, 3, 55, 58]",0.5736850699799863,,,,,200.0,1.0,
891,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[82, 73],
       [58, 87]]), array([[88, 58],
       [71, 83]]), array([[132,  33],
       [ 86,  49]]), array([[76, 73],
       [67, 84]]), array([[ 58, 106],
       [ 12, 124]]), array([[123,  54],
       [ 55,  68]]), array([[136,  19],
       [117,  28]]), array([[144,   4],
       [149,   3]]), array([[100,  61],
       [ 81,  58]]), array([[107,  64],
       [ 68,  61]])]","[0.56440489432703, 0.6062533357053905, 0.5982491582491583, 0.6039379527979021, 0.6667862266857962, 0.6249138762574066, 0.5858954393770857, 0.5013335704125178, 0.5258054426024398, 0.5319370778367107]","[82, 88, 132, 76, 58, 123, 136, 144, 100, 107]","[73, 58, 33, 73, 106, 54, 19, 4, 61, 64]","[58, 71, 86, 67, 12, 55, 117, 149, 81, 68]","[87, 83, 49, 84, 124, 68, 28, 3, 58, 61]",0.5809516974251439,,,,,200.0,3.0,
892,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[61, 94],
       [52, 93]]), array([[91, 55],
       [64, 90]]), array([[131,  34],
       [ 83,  52]]), array([[73, 76],
       [56, 95]]), array([[ 58, 106],
       [ 13, 123]]), array([[118,  59],
       [ 59,  64]]), array([[130,  25],
       [131,  14]]), array([[146,   2],
       [150,   2]]), array([[103,  58],
       [ 83,  56]]), array([[102,  69],
       [ 62,  67]])]","[0.5545272525027809, 0.6418786692759295, 0.6115375982042649, 0.6327392328547935, 0.6519010043041606, 0.6348353314041615, 0.5104338153503893, 0.495777027027027, 0.5104785736628088, 0.549526270456503]","[61, 91, 131, 73, 58, 118, 130, 146, 103, 102]","[94, 55, 34, 76, 106, 59, 25, 2, 58, 69]","[52, 64, 83, 56, 13, 59, 131, 150, 83, 62]","[93, 90, 52, 95, 123, 64, 14, 2, 56, 67]",0.5793634775042819,,,,,200.0,5.0,
893,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[75, 80],
       [55, 90]]), array([[97, 49],
       [73, 81]]), array([[130,  35],
       [ 83,  52]]), array([[70, 79],
       [63, 88]]), array([[ 62, 102],
       [ 13, 123]]), array([[116,  61],
       [ 57,  66]]), array([[128,  27],
       [126,  19]]), array([[143,   5],
       [149,   3]]), array([[103,  58],
       [ 79,  60]]), array([[100,  71],
       [ 64,  65]])]","[0.5754838709677419, 0.6284913716420566, 0.6038159371492704, 0.6072714342859682, 0.6573260401721663, 0.6292315465527536, 0.53174638487208, 0.5220483641536273, 0.5216050761874972, 0.5407316741466068]","[75, 97, 130, 70, 62, 116, 128, 143, 103, 100]","[80, 49, 35, 79, 102, 61, 27, 5, 58, 71]","[55, 73, 83, 63, 13, 57, 126, 149, 79, 64]","[90, 81, 52, 88, 123, 66, 19, 3, 60, 65]",0.5817751700129767,,,,,200.0,7.0,
894,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[81, 74],
       [55, 90]]), array([[96, 50],
       [74, 80]]), array([[131,  34],
       [ 84,  51]]), array([[75, 74],
       [62, 89]]), array([[ 64, 100],
       [ 18, 118]]), array([[116,  61],
       [ 65,  58]]), array([[129,  26],
       [130,  15]]), array([[143,   5],
       [149,   3]]), array([[96, 65],
       [77, 62]]), array([[104,  67],
       [ 59,  70]])]","[0.5727252502780867, 0.6280910869951966, 0.6254096520763186, 0.6065602915685142, 0.6503317790530847, 0.6143493638326214, 0.5256062291434928, 0.5033339260312945, 0.5054738817641539, 0.5452649712135637]","[81, 96, 131, 75, 64, 116, 129, 143, 96, 104]","[74, 50, 34, 74, 100, 61, 26, 5, 65, 67]","[55, 74, 84, 62, 18, 65, 130, 149, 77, 59]","[90, 80, 51, 89, 118, 58, 15, 3, 62, 70]",0.5777146431956326,,,,,200.0,9.0,
895,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[72, 83],
       [51, 94]]), array([[108,  38],
       [ 92,  62]]), array([[139,  26],
       [ 87,  48]]), array([[74, 75],
       [60, 91]]), array([[ 59, 105],
       [ 15, 121]]), array([[110,  67],
       [ 61,  62]]), array([[137,  18],
       [134,  11]]), array([[147,   1],
       [149,   3]]), array([[94, 67],
       [75, 64]]), array([[106,  65],
       [ 61,  68]])]","[0.5599110122358175, 0.6190624444049102, 0.6205162738496072, 0.6173163251700076, 0.6734218077474892, 0.6163704009921455, 0.5331701890989988, 0.5340949502133713, 0.5094955091827158, 0.5503422639285552]","[72, 108, 139, 74, 59, 110, 137, 147, 94, 106]","[83, 38, 26, 75, 105, 67, 18, 1, 67, 65]","[51, 92, 87, 60, 15, 61, 134, 149, 75, 61]","[94, 62, 48, 91, 121, 62, 11, 3, 64, 68]",0.5833701176823618,,,,,200.0,11.0,
896,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[71, 84],
       [56, 89]]), array([[106,  40],
       [ 90,  64]]), array([[140,  25],
       [ 88,  47]]), array([[77, 72],
       [63, 88]]), array([[ 57, 107],
       [ 17, 119]]), array([[112,  65],
       [ 59,  64]]), array([[131,  24],
       [134,  11]]), array([[147,   1],
       [149,   3]]), array([[99, 62],
       [79, 60]]), array([[113,  58],
       [ 63,  66]])]","[0.5640934371523916, 0.6242661448140899, 0.6124803591470259, 0.6108271478732388, 0.6593436154949784, 0.6252354048964218, 0.5243159065628475, 0.5231152204836415, 0.5076634344698154, 0.5464889614216419]","[71, 106, 140, 77, 57, 112, 131, 147, 99, 113]","[84, 40, 25, 72, 107, 65, 24, 1, 62, 58]","[56, 90, 88, 63, 17, 59, 134, 149, 79, 63]","[89, 64, 47, 88, 119, 64, 11, 3, 60, 66]",0.5797829632316093,,,,,200.0,13.0,
897,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[76, 79],
       [58, 87]]), array([[104,  42],
       [ 90,  64]]), array([[136,  29],
       [ 86,  49]]), array([[80, 69],
       [63, 88]]), array([[ 61, 103],
       [ 14, 122]]), array([[117,  60],
       [ 60,  63]]), array([[133,  22],
       [128,  17]]), array([[145,   3],
       [150,   2]]), array([[101,  60],
       [ 81,  58]]), array([[114,  57],
       [ 61,  68]])]","[0.5502558398220244, 0.6284024194983099, 0.6301683501683502, 0.5980710253789057, 0.663558106169297, 0.6370860318772679, 0.5255617352614015, 0.490976173541963, 0.49845837615621785, 0.5514302552246249]","[76, 104, 136, 80, 61, 117, 133, 145, 101, 114]","[79, 42, 29, 69, 103, 60, 22, 3, 60, 57]","[58, 90, 86, 63, 14, 60, 128, 150, 81, 61]","[87, 64, 49, 88, 122, 63, 17, 2, 58, 68]",0.5773968313098361,,,,,200.0,15.0,
898,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[77, 78],
       [62, 83]]), array([[97, 49],
       [89, 65]]), array([[143,  22],
       [ 90,  45]]), array([[87, 62],
       [65, 86]]), array([[ 58, 106],
       [ 16, 120]]), array([[118,  59],
       [ 64,  59]]), array([[134,  21],
       [132,  13]]), array([[146,   2],
       [147,   5]]), array([[97, 64],
       [78, 61]]), array([[112,  59],
       [ 61,  68]])]","[0.5486540600667409, 0.6093666607365238, 0.6219977553310886, 0.6250055558024801, 0.6648134863701578, 0.6291856138900371, 0.5114571746384873, 0.49053165007112376, 0.510880736404665, 0.5482569472777552]","[77, 97, 143, 87, 58, 118, 134, 146, 97, 112]","[78, 49, 22, 62, 106, 59, 21, 2, 64, 59]","[62, 89, 90, 65, 16, 64, 132, 147, 78, 61]","[83, 65, 45, 86, 120, 59, 13, 5, 61, 68]",0.576014964058906,,,,,200.0,17.0,
899,,Random Forest,,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[83, 72],
       [61, 84]]), array([[109,  37],
       [ 96,  58]]), array([[139,  26],
       [ 87,  48]]), array([[83, 66],
       [62, 89]]), array([[ 63, 101],
       [ 15, 121]]), array([[117,  60],
       [ 63,  60]]), array([[139,  16],
       [131,  14]]), array([[147,   1],
       [149,   3]]), array([[93, 68],
       [81, 58]]), array([[111,  60],
       [ 63,  66]])]","[0.5476751946607341, 0.5894858566091443, 0.6266217732884399, 0.6195830925818925, 0.6668758967001435, 0.6324468329429057, 0.5523025583982203, 0.5178698435277382, 0.49068322981366463, 0.5439503150641462]","[83, 109, 139, 83, 63, 117, 139, 147, 93, 111]","[72, 37, 26, 66, 101, 60, 16, 1, 68, 60]","[61, 96, 87, 62, 15, 63, 131, 149, 81, 63]","[84, 58, 48, 89, 121, 60, 14, 3, 58, 66]",0.578749459358703,,,,,200.0,19.0,
